Timestamp,Log Level,Log Source,Log Type,Log Severity,Log Message,Source IP,Destination IP,User,Error Code,Session ID,Label,Log Source Type,Log Action,Log Component,User Role,Log Duration,Log Process,Log Event,Error Type,Session Duration,User Activity
2024-02-28 14:59:58,INFO,Server-8,Security,High,Blocked IP Blocked IP,79.138.100.80,187.188.166.239,user-6,ERR-G8N,SESSION-308,,Database,Access,Authentication Connection,Admin,0:00:05,Login,,Database Error,0:04:16,Database Connection Establishment
2024-05-25 19:59:48,ERROR,Server-6,Security,High,Blocked IP Connection failed,253.198.21.23,23.7.157.89,user-71,ERR-6HD,SESSION-762,,Database,Block,Packet Filter Connection,User,0:00:01,Connection Establishment,,IP Spoofing,0:04:12,Database Connection Establishment
2024-11-21 17:24:35,WARNING,Server-7,Access,Low,Connection failed Blocked IP,14.159.76.169,181.191.47.226,user-72,ERR-148,SESSION-766,,Database,Error,Authentication Connection,Admin,0:00:08,Connection Establishment,,Connection Timeout,0:04:57,Database Connection Establishment
2024-06-05 04:29:30,ERROR,Server-5,Access,High,Blocked IP Blocked IP,231.238.11.32,35.185.226.205,user-79,ERR-A6D,SESSION-311,,Server,Access,Authentication Connection,Admin,0:00:09,Connection Establishment,,IP Spoofing,0:01:59,Login
2024-01-28 13:50:02,DEBUG,Server-6,Error,Medium,Connection failed Blocked IP,200.216.43.119,79.127.106.125,user-46,ERR-YPQ,SESSION-192,,Database,Error,Packet Filter Packet Filter,Admin,0:00:01,Filtering,,Database Error,0:00:38,Login
2024-10-07 00:01:05,WARNING,Server-2,Error,Low,Connection failed User login,222.217.102.223,225.35.199.52,user-25,ERR-ODR,SESSION-506,,Firewall,Access,Connection Connection,Admin,0:00:02,Filtering,,Database Error,0:04:40,Login
2024-10-06 13:10:23,DEBUG,Server-6,Error,Low,User login User login,87.78.182.1,139.49.119.125,user-16,ERR-TES,SESSION-662,,Server,Access,Authentication Packet Filter,Admin,0:00:04,Filtering,,Database Error,0:03:50,Database Connection Establishment
2024-01-21 16:32:17,DEBUG,Server-5,Error,Low,Connection failed Connection failed,10.197.1.89,99.233.175.33,user-29,ERR-YTZ,SESSION-909,,Database,Access,Connection Packet Filter,User,0:00:07,Login,,IP Spoofing,0:04:01,Blocking Suspicious Traffic
2024-10-11 20:37:32,ERROR,Server-3,Access,High,Blocked IP Connection failed,76.162.185.176,150.217.146.253,user-26,ERR-9EP,SESSION-248,,Database,Block,Connection Connection,Admin,0:00:09,Filtering,,Database Error,0:03:13,Login
2024-11-06 00:28:07,WARNING,Server-9,Error,High,Connection failed Blocked IP,89.98.148.96,68.165.162.101,user-35,ERR-C2R,SESSION-016,,Server,Error,Packet Filter Connection,Admin,0:00:09,Connection Establishment,,Connection Timeout,0:04:02,Login
2024-05-24 19:35:14,DEBUG,Server-3,Security,High,User login Connection failed,102.173.145.109,55.231.37.212,user-49,ERR-GUT,SESSION-819,,Firewall,Block,Connection Authentication,Admin,0:00:08,Login,,IP Spoofing,0:04:15,Login
2024-06-14 13:54:02,ERROR,Server-5,Access,Medium,User login User login,184.145.212.253,129.225.52.174,user-48,ERR-W53,SESSION-818,,Server,Access,Connection Packet Filter,Admin,0:00:10,Connection Establishment,,Connection Timeout,0:00:52,Login
2024-04-27 05:14:10,WARNING,Server-4,Error,Medium,Connection failed User login,23.123.3.160,121.84.141.45,user-82,ERR-8NV,SESSION-467,,Server,Block,Packet Filter Authentication,Admin,0:00:08,Filtering,,Database Error,0:02:50,Blocking Suspicious Traffic
2024-10-14 22:58:47,WARNING,Server-10,Error,High,User login Connection failed,2.218.73.21,234.46.206.254,user-14,ERR-0JD,SESSION-878,,Firewall,Access,Packet Filter Connection,User,0:00:07,Login,,Database Error,0:04:26,Database Connection Establishment
2024-12-19 17:18:51,WARNING,Server-4,Error,High,User login Connection failed,224.44.90.0,49.138.67.173,user-32,ERR-4S9,SESSION-547,,Database,Access,Packet Filter Authentication,User,0:00:05,Filtering,,Database Error,0:02:16,Database Connection Establishment
2024-11-01 08:26:02,INFO,Server-2,Error,Low,User login User login,36.148.170.209,247.63.120.155,user-56,ERR-L2X,SESSION-713,,Server,Error,Packet Filter Connection,User,0:00:07,Filtering,,Connection Timeout,0:00:49,Login
2024-10-15 17:49:11,DEBUG,Server-4,Access,Low,Blocked IP Connection failed,177.165.201.24,56.151.34.194,user-49,ERR-MWV,SESSION-603,,Database,Block,Packet Filter Packet Filter,Admin,0:00:03,Connection Establishment,,Database Error,0:02:53,Blocking Suspicious Traffic
2024-07-13 02:37:13,ERROR,Server-8,Security,Low,User login User login,78.54.16.25,203.232.198.114,user-63,ERR-9RI,SESSION-533,,Server,Block,Authentication Authentication,User,0:00:01,Connection Establishment,,Database Error,0:03:37,Blocking Suspicious Traffic
2024-05-11 02:54:17,DEBUG,Server-8,Access,High,User login Connection failed,34.20.252.217,91.84.249.178,user-32,ERR-13B,SESSION-942,,Firewall,Access,Connection Connection,User,0:00:09,Connection Establishment,,IP Spoofing,0:02:54,Database Connection Establishment
2024-07-22 13:26:29,INFO,Server-2,Security,Medium,Blocked IP Blocked IP,11.222.205.196,202.130.26.8,user-9,ERR-6JG,SESSION-535,,Server,Access,Packet Filter Authentication,User,0:00:08,Connection Establishment,,Connection Timeout,0:03:47,Blocking Suspicious Traffic
2024-08-20 09:22:06,INFO,Server-3,Error,Low,User login User login,11.115.94.197,63.10.24.170,user-67,ERR-J2Z,SESSION-667,,Database,Block,Packet Filter Packet Filter,Admin,0:00:04,Connection Establishment,,Connection Timeout,0:02:19,Database Connection Establishment
2024-05-22 04:22:44,ERROR,Server-10,Error,Low,Connection failed Blocked IP,82.143.194.26,107.86.4.242,user-78,ERR-SBL,SESSION-493,,Database,Error,Packet Filter Authentication,User,0:00:04,Filtering,,IP Spoofing,0:00:10,Database Connection Establishment
2024-10-05 16:12:44,WARNING,Server-6,Security,High,Blocked IP User login,40.27.181.225,249.134.130.151,user-58,ERR-18D,SESSION-684,,Database,Access,Authentication Authentication,Admin,0:00:09,Connection Establishment,,Database Error,0:01:56,Login
2024-11-21 00:49:18,ERROR,Server-3,Access,Medium,Blocked IP Blocked IP,86.164.107.228,30.80.136.36,user-19,ERR-62U,SESSION-814,,Firewall,Block,Packet Filter Connection,Admin,0:00:07,Login,,Connection Timeout,0:03:16,Blocking Suspicious Traffic
2024-06-09 22:20:22,DEBUG,Server-1,Security,High,Blocked IP Blocked IP,176.195.123.59,159.161.109.128,user-90,ERR-77V,SESSION-984,,Database,Error,Authentication Connection,Admin,0:00:05,Filtering,,IP Spoofing,0:03:08,Database Connection Establishment
2024-05-01 16:23:51,INFO,Server-10,Access,High,Connection failed Connection failed,155.101.8.126,253.20.247.96,user-91,ERR-V19,SESSION-552,,Database,Error,Authentication Authentication,Admin,0:00:10,Login,,Connection Timeout,0:00:32,Login
2024-08-01 09:21:14,INFO,Server-5,Security,Low,Connection failed Blocked IP,197.2.181.91,17.186.38.148,user-100,ERR-W9O,SESSION-541,,Database,Access,Connection Connection,User,0:00:01,Login,,Connection Timeout,0:02:27,Database Connection Establishment
2024-03-04 04:42:24,DEBUG,Server-3,Error,Medium,User login Blocked IP,194.166.242.202,178.234.127.83,user-34,ERR-YC2,SESSION-999,,Database,Block,Authentication Authentication,User,0:00:04,Filtering,,Database Error,0:00:10,Login
2024-12-09 08:45:34,DEBUG,Server-8,Error,Medium,Blocked IP Blocked IP,97.74.94.228,174.132.197.147,user-81,ERR-YA9,SESSION-454,,Firewall,Error,Authentication Packet Filter,Admin,0:00:06,Connection Establishment,,Database Error,0:01:05,Login
2024-01-11 03:21:28,WARNING,Server-9,Access,Medium,Connection failed User login,176.50.119.111,140.210.4.92,user-94,ERR-ZZM,SESSION-957,,Database,Access,Packet Filter Authentication,User,0:00:01,Filtering,,Database Error,0:02:01,Database Connection Establishment
2024-01-22 02:01:10,INFO,Server-4,Security,High,User login Blocked IP,128.230.250.139,9.120.146.130,user-27,ERR-A3Y,SESSION-904,,Database,Error,Authentication Packet Filter,User,0:00:01,Filtering,,IP Spoofing,0:02:22,Database Connection Establishment
2024-07-08 19:41:28,WARNING,Server-5,Security,Medium,Connection failed User login,155.195.247.196,167.242.185.174,user-25,ERR-8LD,SESSION-409,,Server,Block,Connection Packet Filter,Admin,0:00:06,Connection Establishment,,Connection Timeout,0:02:37,Login
2024-10-10 11:32:52,DEBUG,Server-8,Access,High,Connection failed Connection failed,140.165.102.62,228.213.129.253,user-19,ERR-H7C,SESSION-860,,Database,Block,Connection Connection,User,0:00:08,Connection Establishment,,Connection Timeout,0:00:34,Login
2024-08-16 16:13:06,ERROR,Server-6,Security,High,User login User login,93.247.230.162,81.245.50.182,user-96,ERR-4A5,SESSION-060,,Server,Access,Authentication Packet Filter,Admin,0:00:03,Login,,Connection Timeout,0:01:09,Blocking Suspicious Traffic
2024-05-28 17:43:06,ERROR,Server-8,Security,Low,User login Blocked IP,116.223.144.234,193.227.174.44,user-7,ERR-3EZ,SESSION-236,,Firewall,Access,Packet Filter Packet Filter,Admin,0:00:02,Login,,IP Spoofing,0:03:33,Login
2024-03-29 02:52:07,ERROR,Server-4,Error,High,Connection failed Connection failed,154.155.134.228,124.167.17.253,user-1,ERR-4J6,SESSION-192,,Server,Block,Authentication Authentication,User,0:00:08,Login,,IP Spoofing,0:00:42,Database Connection Establishment
2024-05-27 08:04:20,ERROR,Server-10,Error,Low,User login Connection failed,230.44.174.162,127.146.238.56,user-21,ERR-JGA,SESSION-808,,Firewall,Error,Authentication Connection,Admin,0:00:07,Filtering,,Connection Timeout,0:01:35,Database Connection Establishment
2024-07-02 07:01:15,ERROR,Server-4,Security,Medium,User login User login,69.134.206.174,104.189.54.250,user-64,ERR-W8D,SESSION-177,,Database,Block,Packet Filter Packet Filter,Admin,0:00:06,Connection Establishment,,Connection Timeout,0:01:06,Login
2024-01-07 04:15:10,INFO,Server-9,Access,Low,User login User login,201.68.123.97,161.90.139.143,user-82,ERR-G9F,SESSION-466,,Firewall,Error,Authentication Connection,User,0:00:06,Connection Establishment,,IP Spoofing,0:01:58,Login
2024-02-02 10:14:52,DEBUG,Server-8,Error,Low,User login Connection failed,149.139.201.169,86.226.33.215,user-72,ERR-1M4,SESSION-437,,Server,Access,Connection Packet Filter,Admin,0:00:07,Connection Establishment,,IP Spoofing,0:03:59,Database Connection Establishment
2024-03-26 13:20:18,DEBUG,Server-2,Security,Medium,Connection failed User login,250.56.171.137,97.192.71.46,user-61,ERR-V2Q,SESSION-389,,Database,Error,Packet Filter Connection,Admin,0:00:06,Filtering,,Connection Timeout,0:03:09,Login
2024-06-30 11:28:33,DEBUG,Server-3,Error,Medium,User login Blocked IP,62.79.207.247,83.126.31.34,user-36,ERR-5O0,SESSION-134,,Firewall,Error,Authentication Packet Filter,Admin,0:00:04,Filtering,,Connection Timeout,0:01:06,Blocking Suspicious Traffic
2024-04-25 09:17:04,ERROR,Server-1,Access,High,User login Connection failed,72.179.185.100,157.76.67.212,user-33,ERR-RAR,SESSION-548,,Database,Access,Packet Filter Connection,Admin,0:00:02,Login,,Database Error,0:02:17,Database Connection Establishment
2024-06-04 17:20:29,ERROR,Server-4,Access,High,Connection failed Blocked IP,83.155.224.34,123.164.58.255,user-25,ERR-9XQ,SESSION-187,,Firewall,Error,Packet Filter Connection,User,0:00:01,Connection Establishment,,Database Error,0:04:12,Login
2024-02-26 18:04:12,DEBUG,Server-2,Access,High,User login Connection failed,123.67.21.77,35.21.26.98,user-40,ERR-P4P,SESSION-241,,Server,Access,Authentication Authentication,User,0:00:07,Login,,Connection Timeout,0:02:05,Blocking Suspicious Traffic
2024-04-30 22:47:17,WARNING,Server-6,Security,Low,User login User login,64.67.36.34,188.194.23.76,user-54,ERR-T0F,SESSION-959,,Firewall,Error,Packet Filter Authentication,User,0:00:04,Connection Establishment,,IP Spoofing,0:01:23,Login
2024-08-20 23:11:18,WARNING,Server-1,Error,Medium,Connection failed Connection failed,17.177.98.183,20.37.243.69,user-44,ERR-E1E,SESSION-952,,Database,Block,Connection Connection,Admin,0:00:10,Filtering,,IP Spoofing,0:01:49,Database Connection Establishment
2024-03-28 16:29:13,ERROR,Server-1,Error,High,Connection failed User login,39.170.92.110,66.238.254.128,user-5,ERR-TW3,SESSION-801,,Firewall,Error,Authentication Authentication,User,0:00:03,Filtering,,Connection Timeout,0:04:18,Blocking Suspicious Traffic
2024-12-11 04:24:27,ERROR,Server-2,Error,Low,User login User login,134.130.218.245,232.175.236.47,user-10,ERR-1JG,SESSION-981,,Firewall,Access,Authentication Authentication,User,0:00:07,Filtering,,IP Spoofing,0:03:52,Blocking Suspicious Traffic
2024-06-01 13:34:17,WARNING,Server-2,Error,Low,Connection failed User login,248.229.66.179,144.213.246.130,user-82,ERR-BCL,SESSION-089,,Server,Block,Packet Filter Packet Filter,User,0:00:09,Connection Establishment,,IP Spoofing,0:03:48,Blocking Suspicious Traffic
2024-01-30 04:16:51,INFO,Server-3,Access,Medium,User login User login,144.188.138.78,238.188.254.250,user-18,ERR-ZYR,SESSION-712,,Database,Block,Packet Filter Packet Filter,Admin,0:00:08,Login,,IP Spoofing,0:04:00,Database Connection Establishment
2024-09-03 08:09:53,WARNING,Server-5,Error,High,Blocked IP Connection failed,126.45.205.55,124.94.243.190,user-16,ERR-A87,SESSION-162,,Database,Error,Packet Filter Connection,User,0:00:07,Login,,Connection Timeout,0:00:21,Database Connection Establishment
2024-12-23 06:44:15,ERROR,Server-2,Security,Medium,Blocked IP User login,153.187.46.193,153.91.196.132,user-59,ERR-8IT,SESSION-484,,Server,Block,Packet Filter Packet Filter,User,0:00:08,Connection Establishment,,Connection Timeout,0:01:01,Login
2024-10-17 12:47:19,DEBUG,Server-10,Security,High,Connection failed Blocked IP,192.164.186.135,33.116.144.99,user-52,ERR-NON,SESSION-211,,Server,Access,Authentication Packet Filter,Admin,0:00:01,Filtering,,IP Spoofing,0:04:39,Blocking Suspicious Traffic
2024-05-19 06:39:52,WARNING,Server-10,Access,Medium,Blocked IP User login,71.24.198.98,193.94.46.137,user-52,ERR-ZU8,SESSION-389,,Database,Error,Packet Filter Connection,Admin,0:00:05,Login,,IP Spoofing,0:02:11,Database Connection Establishment
2024-11-30 21:27:25,ERROR,Server-4,Access,High,Connection failed Blocked IP,103.102.147.131,7.115.52.178,user-38,ERR-D33,SESSION-519,,Firewall,Error,Authentication Authentication,Admin,0:00:03,Connection Establishment,,IP Spoofing,0:02:59,Blocking Suspicious Traffic
2024-05-13 04:07:09,INFO,Server-1,Security,Medium,Connection failed Connection failed,170.215.129.232,211.108.163.132,user-54,ERR-JP0,SESSION-365,,Database,Error,Packet Filter Connection,Admin,0:00:03,Filtering,,Database Error,0:04:02,Database Connection Establishment
2024-08-26 10:49:57,WARNING,Server-1,Error,High,Blocked IP Blocked IP,145.164.91.114,206.170.80.125,user-79,ERR-3EP,SESSION-476,,Firewall,Error,Connection Connection,Admin,0:00:08,Login,,Connection Timeout,0:03:15,Database Connection Establishment
2024-05-01 14:41:23,WARNING,Server-8,Access,High,User login Connection failed,130.122.250.233,51.163.98.26,user-77,ERR-0SR,SESSION-850,,Server,Block,Packet Filter Packet Filter,User,0:00:09,Login,,Connection Timeout,0:02:32,Database Connection Establishment
2024-05-04 23:40:41,WARNING,Server-9,Error,High,Connection failed Blocked IP,183.157.160.125,186.84.136.65,user-55,ERR-ZKC,SESSION-742,,Database,Error,Packet Filter Authentication,Admin,0:00:01,Login,,Database Error,0:04:29,Login
2024-07-08 00:14:31,WARNING,Server-2,Security,Low,Blocked IP User login,127.205.162.98,122.86.4.164,user-91,ERR-FMF,SESSION-481,,Server,Error,Packet Filter Connection,User,0:00:10,Filtering,,Connection Timeout,0:03:09,Database Connection Establishment
2024-08-31 15:49:40,DEBUG,Server-10,Access,High,Connection failed Connection failed,83.212.252.80,104.44.253.213,user-12,ERR-65R,SESSION-219,,Database,Error,Connection Connection,User,0:00:09,Filtering,,Connection Timeout,0:04:15,Blocking Suspicious Traffic
2024-08-06 23:12:53,DEBUG,Server-5,Error,Medium,Connection failed Blocked IP,13.174.229.61,14.248.165.236,user-78,ERR-BKI,SESSION-761,,Firewall,Error,Connection Connection,Admin,0:00:01,Login,,Database Error,0:03:05,Blocking Suspicious Traffic
2024-06-04 05:42:51,DEBUG,Server-6,Access,Low,Blocked IP Blocked IP,55.207.205.124,113.46.103.59,user-2,ERR-MZU,SESSION-056,,Server,Access,Connection Packet Filter,Admin,0:00:07,Filtering,,Database Error,0:01:48,Login
2024-05-27 23:06:25,ERROR,Server-7,Security,Low,Connection failed Blocked IP,220.97.17.15,11.151.41.226,user-13,ERR-YX5,SESSION-953,,Firewall,Access,Authentication Packet Filter,Admin,0:00:10,Filtering,,Database Error,0:02:46,Blocking Suspicious Traffic
2024-03-02 17:45:12,DEBUG,Server-4,Security,High,Connection failed Connection failed,15.102.36.233,60.48.32.203,user-61,ERR-6TA,SESSION-816,,Database,Error,Authentication Packet Filter,User,0:00:02,Filtering,,Connection Timeout,0:00:57,Blocking Suspicious Traffic
2024-06-30 20:23:22,INFO,Server-4,Error,Low,User login Blocked IP,185.127.30.219,198.124.73.205,user-59,ERR-ZNV,SESSION-373,,Server,Error,Connection Authentication,Admin,0:00:03,Connection Establishment,,Connection Timeout,0:04:07,Login
2024-04-12 03:22:46,ERROR,Server-3,Error,Medium,Blocked IP Blocked IP,211.164.182.204,162.0.140.237,user-78,ERR-5FZ,SESSION-751,,Server,Error,Authentication Authentication,User,0:00:09,Connection Establishment,,Database Error,0:02:24,Login
2024-07-04 10:47:36,WARNING,Server-9,Access,Low,Connection failed User login,236.102.104.196,210.17.164.91,user-27,ERR-98G,SESSION-621,,Database,Block,Authentication Packet Filter,Admin,0:00:05,Login,,Connection Timeout,0:01:08,Login
2024-12-21 10:42:27,DEBUG,Server-1,Error,Low,User login Connection failed,87.128.122.234,116.184.74.49,user-35,ERR-BZI,SESSION-318,,Firewall,Access,Authentication Authentication,Admin,0:00:06,Filtering,,Connection Timeout,0:00:38,Blocking Suspicious Traffic
2024-08-12 02:54:53,WARNING,Server-9,Error,Low,User login Connection failed,13.14.133.238,221.31.212.115,user-4,ERR-0I8,SESSION-236,,Server,Error,Connection Connection,Admin,0:00:09,Login,,Database Error,0:04:33,Login
2024-05-22 14:43:24,WARNING,Server-9,Security,High,Blocked IP User login,34.104.201.158,213.92.100.105,user-67,ERR-KRW,SESSION-201,,Firewall,Block,Packet Filter Authentication,User,0:00:06,Filtering,,Connection Timeout,0:04:04,Blocking Suspicious Traffic
2024-08-30 15:40:10,DEBUG,Server-2,Error,Medium,User login Blocked IP,106.77.198.112,61.188.128.199,user-74,ERR-IAT,SESSION-226,,Server,Error,Packet Filter Connection,User,0:00:08,Filtering,,Connection Timeout,0:01:25,Database Connection Establishment
2024-10-14 09:03:59,ERROR,Server-3,Security,High,Blocked IP Blocked IP,44.203.203.102,174.201.39.23,user-80,ERR-2FU,SESSION-997,,Server,Access,Connection Connection,User,0:00:07,Login,,IP Spoofing,0:03:04,Login
2024-12-14 05:50:54,DEBUG,Server-3,Access,Medium,Blocked IP Blocked IP,147.83.154.150,64.42.160.42,user-15,ERR-3YT,SESSION-072,,Database,Block,Connection Authentication,Admin,0:00:09,Filtering,,IP Spoofing,0:04:31,Login
2024-11-12 23:34:09,ERROR,Server-2,Access,High,Connection failed User login,2.228.177.100,203.145.45.15,user-86,ERR-3Z4,SESSION-809,,Firewall,Access,Connection Authentication,Admin,0:00:10,Connection Establishment,,Connection Timeout,0:02:13,Blocking Suspicious Traffic
2024-08-18 09:16:08,WARNING,Server-3,Security,High,Blocked IP Blocked IP,246.193.165.97,209.171.187.190,user-43,ERR-XO5,SESSION-788,,Firewall,Block,Authentication Authentication,Admin,0:00:07,Connection Establishment,,Connection Timeout,0:04:44,Database Connection Establishment
2024-01-18 11:52:52,WARNING,Server-10,Security,Low,Blocked IP Blocked IP,147.125.246.180,166.30.170.86,user-56,ERR-41C,SESSION-202,,Firewall,Error,Authentication Packet Filter,User,0:00:01,Login,,IP Spoofing,0:00:38,Login
2024-10-05 10:00:55,ERROR,Server-6,Access,Low,User login Blocked IP,84.221.136.145,8.127.77.110,user-77,ERR-S5W,SESSION-535,,Firewall,Error,Packet Filter Packet Filter,User,0:00:03,Filtering,,Database Error,0:04:44,Login
2024-09-24 22:41:05,INFO,Server-5,Error,Medium,Connection failed Connection failed,249.176.38.147,224.74.214.35,user-64,ERR-TD3,SESSION-716,,Firewall,Error,Authentication Authentication,User,0:00:10,Login,,IP Spoofing,0:00:56,Login
2024-12-19 05:15:30,DEBUG,Server-10,Security,Medium,Connection failed User login,245.87.209.15,241.181.216.172,user-95,ERR-QJT,SESSION-258,,Database,Error,Authentication Connection,User,0:00:05,Connection Establishment,,Connection Timeout,0:03:24,Blocking Suspicious Traffic
2024-08-27 02:57:44,DEBUG,Server-9,Access,High,Blocked IP Connection failed,113.206.10.3,150.90.13.63,user-78,ERR-OEY,SESSION-606,,Server,Access,Packet Filter Connection,User,0:00:06,Login,,IP Spoofing,0:02:15,Login
2024-10-20 17:11:58,WARNING,Server-4,Error,Medium,Connection failed Connection failed,108.249.128.132,112.40.124.6,user-8,ERR-38T,SESSION-632,,Server,Error,Authentication Packet Filter,User,0:00:09,Login,,Connection Timeout,0:02:11,Login
2024-11-29 17:05:22,DEBUG,Server-7,Access,Low,User login Blocked IP,87.143.123.226,217.182.142.121,user-9,ERR-YUT,SESSION-809,,Firewall,Access,Connection Packet Filter,Admin,0:00:05,Connection Establishment,,Connection Timeout,0:00:15,Blocking Suspicious Traffic
2024-01-19 17:37:10,INFO,Server-2,Access,High,Connection failed Connection failed,237.183.11.91,105.40.133.197,user-97,ERR-LLO,SESSION-043,,Server,Access,Packet Filter Packet Filter,User,0:00:02,Login,,Database Error,0:02:15,Blocking Suspicious Traffic
2024-06-07 14:19:13,INFO,Server-7,Access,Low,Blocked IP Connection failed,91.149.159.221,233.47.125.55,user-94,ERR-4QR,SESSION-390,,Server,Error,Connection Packet Filter,User,0:00:01,Login,,IP Spoofing,0:01:13,Login
2024-09-02 03:47:10,DEBUG,Server-4,Access,High,User login Connection failed,116.222.205.33,106.25.252.65,user-24,ERR-K2O,SESSION-684,,Firewall,Block,Packet Filter Authentication,User,0:00:01,Login,,Connection Timeout,0:02:45,Database Connection Establishment
2024-04-10 02:06:34,WARNING,Server-1,Security,Medium,Connection failed User login,138.45.15.223,60.52.63.185,user-73,ERR-RFG,SESSION-378,,Firewall,Block,Packet Filter Packet Filter,Admin,0:00:08,Connection Establishment,,Connection Timeout,0:02:14,Database Connection Establishment
2024-04-28 11:51:07,ERROR,Server-9,Access,Medium,Connection failed User login,36.138.161.50,54.185.113.90,user-78,ERR-VB5,SESSION-211,,Firewall,Error,Authentication Authentication,Admin,0:00:05,Filtering,,IP Spoofing,0:03:38,Blocking Suspicious Traffic
2024-02-23 04:49:53,DEBUG,Server-5,Access,Low,Connection failed Connection failed,192.57.222.192,66.134.86.63,user-40,ERR-O79,SESSION-681,,Firewall,Error,Authentication Authentication,User,0:00:08,Login,,Connection Timeout,0:03:22,Login
2024-03-18 21:39:43,DEBUG,Server-1,Access,High,User login Connection failed,121.226.172.136,83.152.58.221,user-94,ERR-X3T,SESSION-405,,Firewall,Access,Authentication Authentication,User,0:00:07,Connection Establishment,,Connection Timeout,0:04:02,Blocking Suspicious Traffic
2024-12-15 11:51:44,INFO,Server-10,Error,Medium,User login Connection failed,81.227.54.137,160.191.199.63,user-71,ERR-I0Z,SESSION-052,,Firewall,Block,Connection Authentication,Admin,0:00:08,Filtering,,IP Spoofing,0:02:56,Login
2024-06-19 09:55:11,INFO,Server-9,Security,Medium,Blocked IP Blocked IP,183.84.13.250,254.80.123.196,user-79,ERR-GY9,SESSION-539,,Database,Block,Connection Authentication,User,0:00:02,Filtering,,Connection Timeout,0:00:47,Blocking Suspicious Traffic
2024-01-10 05:47:57,ERROR,Server-8,Error,Medium,Connection failed Blocked IP,132.162.195.64,114.17.237.109,user-89,ERR-LBU,SESSION-817,,Server,Access,Connection Connection,Admin,0:00:08,Login,,IP Spoofing,0:00:20,Login
2024-03-15 16:37:11,ERROR,Server-4,Security,High,Connection failed Blocked IP,125.65.37.85,177.73.55.246,user-43,ERR-KVD,SESSION-313,,Database,Error,Authentication Packet Filter,User,0:00:05,Login,,IP Spoofing,0:03:55,Login
2024-10-23 12:26:27,INFO,Server-10,Access,Medium,Connection failed Connection failed,255.232.181.5,213.140.107.27,user-90,ERR-XDQ,SESSION-720,,Firewall,Access,Packet Filter Connection,Admin,0:00:06,Connection Establishment,,IP Spoofing,0:02:53,Database Connection Establishment
2024-05-23 00:20:56,INFO,Server-5,Access,Medium,Connection failed Blocked IP,207.103.71.149,116.178.155.142,user-87,ERR-PK0,SESSION-892,,Server,Access,Packet Filter Authentication,Admin,0:00:08,Filtering,,Connection Timeout,0:00:11,Database Connection Establishment
2024-06-20 17:07:32,ERROR,Server-1,Access,Medium,Connection failed Blocked IP,28.50.12.245,46.134.117.9,user-12,ERR-4UD,SESSION-779,,Database,Access,Packet Filter Connection,User,0:00:05,Login,,IP Spoofing,0:03:33,Database Connection Establishment
2024-10-03 05:59:15,INFO,Server-8,Access,Medium,Connection failed User login,110.95.77.160,18.98.7.153,user-13,ERR-B97,SESSION-009,,Firewall,Error,Authentication Connection,Admin,0:00:06,Connection Establishment,,Connection Timeout,0:00:43,Login
2024-12-09 09:29:21,ERROR,Server-10,Access,High,Connection failed Blocked IP,103.81.112.253,201.32.82.104,user-95,ERR-WU5,SESSION-539,,Server,Block,Packet Filter Connection,Admin,0:00:09,Login,,Connection Timeout,0:00:22,Blocking Suspicious Traffic
2024-12-29 01:17:15,WARNING,Server-1,Access,High,User login User login,254.88.85.91,175.169.17.183,user-51,ERR-PRV,SESSION-803,,Server,Error,Packet Filter Connection,Admin,0:00:02,Filtering,,Connection Timeout,0:00:34,Database Connection Establishment
2024-06-06 11:09:42,WARNING,Server-5,Error,Low,Connection failed Blocked IP,188.253.10.38,33.135.91.163,user-27,ERR-J9C,SESSION-032,,Firewall,Access,Packet Filter Connection,Admin,0:00:02,Login,,IP Spoofing,0:01:34,Database Connection Establishment
2024-07-04 21:13:41,DEBUG,Server-3,Error,High,Blocked IP Blocked IP,168.151.89.104,97.109.48.4,user-3,ERR-WEQ,SESSION-426,,Firewall,Error,Authentication Connection,Admin,0:00:07,Login,,Connection Timeout,0:00:22,Blocking Suspicious Traffic
2024-06-27 18:14:06,WARNING,Server-9,Access,Low,Connection failed Blocked IP,54.122.185.83,196.106.173.217,user-15,ERR-3W3,SESSION-236,,Firewall,Block,Connection Packet Filter,Admin,0:00:01,Login,,IP Spoofing,0:02:59,Login
2024-07-06 07:40:46,WARNING,Server-9,Error,Medium,Blocked IP Blocked IP,4.225.174.38,38.209.133.83,user-53,ERR-UE6,SESSION-526,,Database,Access,Packet Filter Authentication,User,0:00:01,Connection Establishment,,IP Spoofing,0:04:07,Login
2024-04-06 18:10:31,WARNING,Server-7,Error,Low,Blocked IP User login,148.171.154.7,34.70.3.194,user-66,ERR-1I0,SESSION-433,,Server,Block,Connection Packet Filter,User,0:00:02,Login,,Database Error,0:04:56,Login
2024-11-05 11:13:18,ERROR,Server-6,Access,High,Blocked IP User login,244.69.194.183,221.185.129.215,user-32,ERR-IJ0,SESSION-742,,Server,Access,Authentication Packet Filter,Admin,0:00:05,Filtering,,IP Spoofing,0:01:59,Login
2024-11-28 11:47:37,WARNING,Server-5,Access,Medium,Connection failed Connection failed,92.208.93.59,108.10.146.95,user-20,ERR-9GW,SESSION-017,,Firewall,Block,Authentication Connection,Admin,0:00:05,Login,,IP Spoofing,0:00:17,Blocking Suspicious Traffic
